Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
66.092,7.2,14279.6,282.8,0.0,28.0,568.0
27.978,6.464,14445.35,124.2,0.0,0.0,199.0
83.352,8.878,14382.16,349.0,0.0,29.0,1086.0
85.618,7.424,14311.76,357.0,0.0,29.0,1145.0
30.512,5.178,14299.86,132.2,0.0,11.0,305.0
18.44,7.902,14311.27,85.0,0.0,17.0,96.0
17.476,6.606,14309.93,80.2,0.0,29.0,97.0
16.192,7.812,14322.75,75.6,0.0,24.0,53.0
15.526,5.416,14284.89,70.0,0.0,5.0,81.0
18.284,7.602,14291.18,84.6,0.0,29.0,97.0
18.942,9.03,14311.09,90.0,0.0,29.0,94.0
15.672,4.75,14379.34,70.4,0.0,2.0,91.0
26.3,9.32,14318.37,118.6,0.0,27.0,137.0
54.184,8.498,14347.22,233.8,0.0,29.0,654.0
18.978,7.166,14307.3,85.0,0.0,18.0,94.0
62.52,12.104,14255.14,271.8,0.0,11.0,217.0
129.914,9.3,14201.96,553.2,670.0,29.0,980.0
25.924,7.966,14527.19,113.4,132.0,30.0,96.0
40.126,7.834,14529.08,172.8,366.0,0.0,96.0
17.402,6.71,14426.61,77.2,0.0,29.0,94.0
18.762,8.188,14338.99,82.8,0.0,29.0,92.0
17.706,6.616,14334.06,78.6,0.0,13.0,93.0
16.468,5.592,14384.02,72.6,0.0,16.0,92.0
19.504,9.428,14371.09,91.8,0.0,29.0,91.0
16.89,5.99,14351.03,75.4,0.0,26.0,94.0
36.508,5.82,14352.97,155.8,0.0,3.0,365.0
60.896,7.402,14277.17,265.8,0.0,29.0,534.0
52.578,7.86,14422.24,228.0,0.0,437.0,95.0
27.122,7.646,14330.35,123.2,0.0,50.0,95.0
86.768,19.566,14173.75,372.6,0.0,25.0,744.0
23.258,16.396,14328.12,119.8,0.0,29.0,92.0
20.738,9.976,14499.5,97.6,0.0,19.0,91.0
24.772,11.09,14507.55,118.0,0.0,10.0,90.0
27.276,10.496,14510.63,126.0,0.0,29.0,96.0
78.514,9.124,14355.49,332.2,0.0,29.0,830.0
83.54,6.64,14424.21,344.8,0.0,0.0,1154.0
71.546,9.52,14439.51,299.4,0.0,29.0,957.0
19.198,7.424,14512.47,88.0,0.0,29.0,93.0
23.744,8.742,14475.14,106.0,0.0,16.0,94.0
17.868,7.846,14456.35,81.8,0.0,14.0,90.0
17.54,7.442,14317.26,80.8,0.0,29.0,89.0
19.524,10.29,14510.0,93.8,0.0,29.0,90.0
15.15,4.536,14584.21,66.2,0.0,0.0,88.0
29.164,10.924,14395.1,131.6,0.0,29.0,90.0
17.032,6.676,14300.96,79.6,0.0,29.0,88.0
54.624,5.744,14260.23,232.8,0.0,10.0,714.0
17.716,7.284,14363.9,79.4,0.0,18.0,90.0
17.06,6.6,14357.3,78.6,0.0,29.0,91.0
19.118,9.326,14375.44,89.8,0.0,25.0,91.0
15.208,4.332,14365.81,67.8,0.0,4.0,91.0
18.34,8.266,14311.33,85.2,0.0,29.0,89.0
33.794,7.55,14292.57,156.2,0.0,29.0,91.0
75.524,4.942,14240.99,319.6,0.0,3.0,981.0
25.666,8.764,14263.34,118.6,0.0,26.0,91.0
19.492,7.024,14310.86,89.6,0.0,29.0,89.0
23.446,10.968,14316.47,111.2,0.0,18.0,96.0
113.318,13.504,14259.78,485.4,535.0,11.0,1009.0
79.344,21.46,14241.12,354.6,402.0,30.0,366.0
54.898,16.398,14261.71,262.6,126.0,28.0,92.0
58.06,10.43,14351.35,256.8,0.0,0.0,450.0
58.092,14.456,14309.77,255.6,0.0,158.0,355.0
77.844,17.054,14300.3,343.8,0.0,263.0,460.0
103.4,12.524,14265.49,440.6,0.0,16.0,1198.0
99.614,9.868,14180.7,426.0,0.0,14.0,1123.0
83.5,6.184,14203.99,356.8,0.0,30.0,446.0
34.704,7.896,14358.2,154.6,0.0,30.0,97.0
20.546,5.862,14439.44,93.0,0.0,1.0,96.0
20.432,9.838,14394.03,96.8,0.0,29.0,95.0
18.26,7.52,14307.37,85.2,0.0,30.0,94.0
19.972,8.154,14427.84,90.6,0.0,19.0,115.0
20.35,7.782,14419.71,91.6,0.0,11.0,134.0
18.768,7.56,14380.23,86.2,0.0,30.0,96.0
87.89,9.66,14314.4,370.6,0.0,30.0,1029.0
102.944,6.166,14362.27,432.2,0.0,0.0,1149.0
80.852,9.976,14243.16,342.0,0.0,28.0,1042.0
19.816,7.742,14441.03,90.4,0.0,29.0,123.0
20.566,8.11,14319.26,93.6,0.0,19.0,124.0
18.172,6.678,14317.51,83.4,0.0,11.0,104.0
18.22,7.712,14286.89,84.4,0.0,30.0,89.0
19.984,9.48,14290.7,94.2,0.0,31.0,99.0
16.614,4.594,14319.88,74.0,0.0,0.0,102.0
28.196,9.658,14456.88,128.0,0.0,29.0,102.0
33.518,8.724,14455.15,159.8,0.0,31.0,97.0
54.52,8.892,14481.85,241.0,0.0,19.0,467.0
44.006,8.616,14441.93,199.8,0.0,11.0,316.0
34.118,9.68,14482.14,161.0,0.0,31.0,95.0
31.684,10.13,14447.52,151.0,0.0,31.0,100.0
29.536,7.348,14558.25,138.6,0.0,5.0,97.0
30.664,8.46,14343.22,146.2,0.0,25.0,97.0
30.996,9.38,14552.88,147.0,0.0,29.0,99.0
34.248,10.008,14592.69,159.0,0.0,26.0,151.0
34.668,8.164,14561.2,159.2,0.0,4.0,104.0
30.974,8.922,14514.24,146.0,0.0,30.0,101.0
68.478,8.818,14403.69,295.6,0.0,30.0,716.0
33.572,7.316,14428.69,156.8,0.0,16.0,160.0
29.9,7.462,14410.29,141.8,0.0,14.0,99.0
31.456,9.34,14427.79,149.8,0.0,30.0,101.0
36.184,8.288,14463.86,170.6,0.0,30.0,96.0
59.04,8.152,14394.68,266.0,4.0,0.0,452.0
120.308,8.194,14201.91,511.6,406.0,29.0,1189.0
83.78,8.176,14234.03,365.4,484.0,29.0,503.0
30.366,8.044,14340.65,146.0,0.0,17.0,98.0
28.898,6.044,14419.39,138.0,0.0,13.0,98.0
32.188,10.832,14466.74,152.6,0.0,30.0,98.0
29.716,7.232,14447.65,142.4,0.0,29.0,99.0
33.104,6.658,14418.11,155.2,0.0,1.0,95.0
34.234,8.198,14438.92,157.0,0.0,29.0,75.0
33.548,9.036,14402.4,156.6,0.0,30.0,80.0
35.332,8.172,14399.69,162.4,0.0,20.0,121.0
85.134,8.324,14401.97,364.0,176.0,11.0,735.0
72.226,14.074,14414.74,324.2,501.0,30.0,97.0
71.166,11.72,14493.0,305.4,0.0,29.0,114.0
71.358,7.792,14319.85,307.6,0.0,6.0,93.0
32.246,9.426,14438.3,152.2,0.0,24.0,98.0
71.916,9.048,14450.88,308.4,0.0,30.0,776.0
29.502,7.078,14363.0,141.0,0.0,23.0,97.0
29.778,7.562,14278.67,145.0,0.0,6.0,98.0
28.842,6.56,14303.71,140.8,0.0,29.0,95.0
31.52,10.084,14310.5,153.2,0.0,29.0,95.0
27.51,4.434,14288.27,135.6,0.0,7.0,97.0
30.46,8.99,14415.37,148.0,0.0,22.0,92.0
58.728,8.046,14366.84,269.2,0.0,29.0,389.0
102.116,7.896,14242.16,438.0,0.0,21.0,1130.0
83.046,6.282,14276.41,354.0,0.0,8.0,998.0
29.588,7.696,14391.05,145.6,0.0,29.0,96.0
30.846,9.652,14362.42,150.8,0.0,29.0,93.0
27.15,4.4,14349.63,131.8,0.0,2.0,96.0
31.292,10.21,14356.5,153.8,0.0,28.0,96.0
29.202,7.182,14333.98,143.8,0.0,29.0,97.0
28.094,7.728,14302.77,137.6,0.0,18.0,63.0
28.166,7.912,14309.73,139.6,0.0,12.0,71.0
29.24,7.384,14323.46,143.6,0.0,30.0,95.0
51.632,10.108,14301.77,231.6,0.0,30.0,416.0
85.232,13.218,14359.97,361.4,0.0,138.0,445.0
123.232,21.538,14304.91,538.4,1094.0,154.0,109.0
106.158,19.532,14361.34,470.2,881.0,31.0,72.0
138.68,12.192,14343.06,585.6,141.0,20.0,677.0
77.592,10.084,14518.7,326.2,432.0,11.0,202.0
31.588,10.06,14582.54,143.0,0.0,31.0,111.0
24.896,10.004,14555.44,122.8,0.0,30.0,113.0
20.828,4.894,14506.43,99.6,0.0,4.0,111.0
21.618,9.782,14472.9,106.6,0.0,26.0,109.0
19.526,7.642,14455.05,95.8,0.0,31.0,108.0
20.152,7.854,14411.22,98.6,0.0,21.0,111.0
18.996,6.484,14472.98,90.4,0.0,9.0,113.0
86.714,8.27,14377.65,371.2,0.0,30.0,849.0
87.898,8.916,14379.77,366.4,0.0,30.0,1164.0
47.28,5.176,14388.31,208.8,0.0,5.0,463.0
53.168,7.37,14367.82,238.6,0.0,280.0,206.0
94.444,6.928,14237.58,401.2,0.0,68.0,1150.0
39.352,7.37,14393.75,177.8,0.0,27.0,270.0
78.68,6.94,14330.78,344.8,0.0,779.0,111.0
35.844,9.416,14366.39,160.0,0.0,307.0,108.0
22.636,9.766,14391.88,103.8,0.0,69.0,112.0
19.896,8.236,14435.62,90.6,0.0,38.0,107.0
19.26,6.958,14474.87,85.8,0.0,15.0,113.0
30.724,11.476,14441.4,141.2,0.0,40.0,110.0
21.794,8.728,14446.36,102.4,0.0,33.0,109.0
154.796,22.388,14298.63,669.8,1102.0,23.0,789.0
106.672,23.53,14333.79,463.4,431.0,9.0,114.0
149.816,18.664,14251.85,636.0,0.0,276.0,319.0
165.872,16.846,14408.66,694.8,0.0,516.0,789.0
59.688,16.222,14532.68,262.2,0.0,171.0,113.0
24.708,13.868,14542.46,116.4,0.0,47.0,115.0
23.448,13.028,14366.08,112.8,0.0,43.0,118.0
23.808,13.702,14361.29,114.8,0.0,43.0,116.0
23.558,13.556,14350.07,113.6,0.0,34.0,113.0
20.38,9.536,14316.74,95.6,0.0,19.0,109.0
20.436,9.216,14350.53,96.0,0.0,42.0,108.0
44.79,13.094,14319.12,205.8,0.0,33.0,107.0
121.936,16.504,14224.81,529.6,586.0,501.0,621.0
27.224,13.03,14420.77,133.2,0.0,20.0,88.0
90.242,14.074,14357.59,376.8,0.0,34.0,1166.0
44.38,9.128,14405.21,193.6,0.0,30.0,534.0
17.828,7.41,14386.13,82.2,0.0,12.0,108.0
18.996,9.342,14390.72,90.4,0.0,19.0,108.0
18.242,8.218,14425.22,86.0,0.0,30.0,109.0
20.436,11.518,14473.38,100.0,0.0,31.0,109.0
15.716,4.776,14378.12,72.4,0.0,0.0,107.0
17.368,9.996,14384.98,85.0,0.0,31.0,68.0
17.114,8.414,14353.93,79.4,0.0,31.0,78.0
17.618,7.39,14383.47,79.0,0.0,19.0,105.0
18.82,8.784,14382.3,87.6,0.0,11.0,107.0
51.712,7.32,14387.18,219.0,0.0,30.0,673.0
19.3,9.796,14366.6,91.6,0.0,31.0,104.0
16.888,6.366,14474.37,74.6,0.0,7.0,107.0
17.666,7.908,14430.79,80.8,0.0,23.0,101.0
15.462,9.224,14336.01,71.8,0.0,30.0,39.0
17.394,7.16,14332.14,80.4,0.0,26.0,106.0
17.318,7.168,14403.51,79.6,0.0,4.0,103.0
18.198,8.354,14379.78,81.8,0.0,30.0,104.0
17.92,8.06,14371.64,82.6,0.0,30.0,104.0
17.774,7.556,14373.38,83.0,0.0,11.0,104.0
15.682,7.164,14372.26,74.8,0.0,19.0,75.0
16.02,7.85,14380.09,77.4,0.0,30.0,70.0
66.784,8.09,14313.72,281.0,0.0,27.0,862.0
16.11,5.266,14300.87,73.4,0.0,2.0,104.0
18.354,8.814,14503.16,87.6,0.0,30.0,103.0
16.472,8.772,14515.12,79.0,0.0,29.0,70.0
14.724,6.172,14516.88,67.0,0.0,12.0,70.0
18.132,8.366,14565.54,82.4,0.0,17.0,107.0
17.96,8.508,14519.81,82.8,0.0,30.0,102.0
17.992,8.538,14522.42,85.0,0.0,28.0,100.0
16.522,6.396,14443.34,74.8,0.0,2.0,101.0
13.786,6.726,14197.61,65.2,0.0,29.0,42.0
18.484,7.914,14139.82,83.8,0.0,29.0,102.0
21.542,6.098,14158.0,97.0,0.0,12.0,181.0
61.9,5.868,14144.13,261.0,0.0,18.0,853.0
14.578,7.956,14121.82,69.4,0.0,29.0,38.0
17.152,6.626,14180.41,78.2,0.0,27.0,104.0
16.452,5.976,14206.82,73.2,0.0,3.0,98.0
17.728,7.542,14153.68,80.8,0.0,29.0,101.0
17.062,6.846,14132.87,78.4,0.0,29.0,99.0
13.646,6.76,14182.89,66.2,0.0,10.0,38.0
16.29,5.74,14246.43,74.6,0.0,19.0,103.0
18.658,8.99,14295.22,84.8,0.0,30.0,100.0
17.328,7.312,14270.79,78.4,0.0,25.0,100.0
12.986,4.828,14291.0,58.2,0.0,5.0,53.0
22.954,8.718,14260.6,106.6,0.0,29.0,175.0
65.85,5.892,14210.43,275.4,0.0,30.0,919.0
17.456,7.154,14287.47,79.6,0.0,3.0,100.0
16.968,6.99,14299.21,76.8,0.0,26.0,98.0
13.852,7.066,14289.31,63.6,0.0,29.0,39.0
17.428,7.586,14261.74,80.6,0.0,18.0,98.0
15.398,4.804,14210.82,70.4,0.0,11.0,100.0
18.904,9.37,14230.51,89.0,0.0,29.0,99.0
16.812,6.9,14278.44,77.2,0.0,30.0,97.0
12.376,4.93,14301.37,55.4,0.0,0.0,39.0
18.252,8.49,14177.78,84.4,0.0,29.0,100.0
16.428,5.978,14050.34,77.4,0.0,29.0,101.0
18.218,8.028,14137.08,87.0,0.0,14.0,101.0
70.578,4.68,14134.9,296.2,0.0,16.0,1010.0
15.272,7.716,14172.24,73.2,0.0,29.0,52.0
17.806,7.632,14223.79,82.6,0.0,28.0,103.0
15.432,4.762,14329.41,69.0,0.0,2.0,101.0
18.59,9.23,14223.56,89.4,0.0,29.0,95.0
16.816,6.64,14174.02,79.8,0.0,30.0,102.0
13.278,6.248,14244.9,64.4,0.0,7.0,38.0
16.75,6.664,14229.66,75.6,0.0,23.0,98.0
17.118,7.042,14195.68,80.6,0.0,29.0,97.0
17.394,7.51,14221.14,80.6,0.0,19.0,94.0
15.82,5.354,14208.12,72.2,0.0,10.0,99.0
15.276,7.402,14121.73,73.6,0.0,30.0,38.0
58.23,7.05,14129.55,246.4,0.0,29.0,776.0
30.188,4.646,14327.27,129.4,0.0,0.0,345.0
18.07,8.186,14234.94,83.4,0.0,29.0,100.0
16.67,7.458,14348.0,78.2,0.0,30.0,87.0
13.42,5.762,14364.46,64.0,0.0,9.0,48.0
17.014,7.51,14389.11,80.8,0.0,20.0,95.0
17.114,7.622,14427.02,80.0,0.0,29.0,96.0
17.54,7.924,14362.78,80.6,0.0,23.0,95.0
43.208,9.726,14276.46,196.228,1.122,319.299,49.458
107.356,6.21,14237.23,465.2,0.0,1288.0,92.0
78.878,7.99,14265.6,343.0,0.0,601.0,204.0
167.888,22.804,14180.91,725.0,71.0,1102.0,937.0
117.374,13.364,14309.41,500.2,525.0,512.0,97.0
135.99,7.96,14276.05,577.4,0.0,478.0,100.0
79.544,9.004,14424.8,331.2,0.0,32.0,96.0
118.908,8.102,14336.86,498.0,0.0,30.0,812.0
32.028,5.542,14371.66,136.6,0.0,0.0,68.0
18.32,6.246,14359.74,82.2,0.0,30.0,80.0
19.086,6.604,14324.06,85.0,0.0,30.0,93.0
18.81,6.034,14346.81,84.2,0.0,17.0,95.0
19.004,6.47,14344.84,85.8,0.0,12.0,94.0
18.578,6.338,14352.92,81.8,0.0,29.0,93.0
40.304,6.884,14344.84,176.0,0.0,32.0,155.0
96.7,6.428,14275.92,404.6,0.0,0.0,1139.0
141.5,7.352,14246.46,598.0,634.0,29.0,1136.0
81.1,6.134,14256.27,339.2,1.0,29.0,1137.0
80.396,5.572,14209.39,337.4,0.0,11.0,1127.0
51.954,6.714,14258.91,221.2,0.0,18.0,606.0
16.766,8.958,14294.23,80.2,0.0,30.0,73.0
18.544,7.282,14325.83,85.4,0.0,25.0,97.0
15.212,8.86,14402.37,72.8,0.0,4.0,98.0
15.026,10.444,14312.22,73.6,0.0,30.0,101.0
12.042,9.076,14267.74,60.6,0.0,30.0,60.0
10.478,5.828,14304.08,46.8,0.0,6.0,74.0
13.964,9.238,14251.09,68.8,0.0,24.0,91.0
15.598,9.888,14336.68,74.8,0.0,30.0,97.0
13.976,9.266,14422.92,69.2,0.0,21.0,97.0
11.962,6.042,14385.04,53.6,0.0,9.0,98.0
14.762,10.428,14404.75,73.4,0.0,29.0,96.0
14.534,10.354,14446.66,71.0,0.0,30.0,94.0
12.738,7.018,14404.97,59.8,0.0,3.0,100.0
10.516,8.248,14393.53,51.8,0.0,27.0,45.0
13.802,9.474,14393.57,66.4,0.0,30.0,91.0
14.42,9.552,14297.0,70.8,0.0,17.0,96.0
12.264,6.656,14295.46,56.4,0.0,12.0,97.0
14.332,9.084,14325.64,69.8,0.0,30.0,103.0
14.14,9.332,14424.91,68.8,0.0,29.0,98.0
13.728,7.726,14339.15,62.0,0.0,0.0,99.0
13.996,9.552,14488.22,68.0,0.0,29.0,96.0
9.948,7.732,14422.61,48.6,0.0,29.0,39.0
13.624,8.382,14393.09,65.0,0.0,13.0,96.0
13.5,8.66,14403.28,64.2,0.0,17.0,97.0
14.446,10.048,14459.5,70.6,0.0,30.0,98.0
13.494,8.04,14456.36,63.6,0.0,27.0,103.0
13.572,8.256,14440.42,63.8,0.0,4.0,101.0
13.4,10.092,14423.22,65.2,0.0,30.0,74.0
12.228,9.118,14410.74,61.8,0.0,30.0,65.0
12.608,6.938,14424.72,58.4,0.0,9.0,98.0
15.024,9.242,14433.06,71.8,0.0,22.0,104.0
15.644,11.352,14531.25,77.2,0.0,31.0,104.0
15.086,10.298,14560.57,74.8,0.0,24.0,107.0
13.114,7.62,14554.41,60.2,0.0,7.0,104.0
14.65,9.938,14658.26,71.2,0.0,31.0,105.0
15.336,10.73,14441.13,75.8,0.0,31.0,102.0
14.202,8.7,14466.49,65.4,0.0,6.0,107.0
14.486,9.93,14466.47,70.4,0.0,25.0,101.0
14.68,9.54,14440.96,71.6,0.0,31.0,105.0
14.012,8.286,14435.86,66.8,0.0,21.0,106.0
14.706,9.53,14448.13,70.0,0.0,10.0,107.0
12.412,9.98,14352.19,61.0,0.0,30.0,58.0
13.476,9.358,14292.38,67.6,0.0,31.0,83.0
12.304,5.808,14289.33,56.8,0.0,2.0,104.0
15.324,10.136,14326.79,75.0,0.0,29.0,108.0
15.124,10.366,14360.27,73.2,0.0,30.0,103.0
14.426,9.078,14312.71,71.2,0.0,17.0,104.0
13.06,6.81,14255.13,59.6,0.0,13.0,108.0
14.672,9.422,14275.49,73.0,0.0,30.0,105.0
14.96,10.002,14284.38,73.0,0.0,31.0,102.0
10.996,7.584,14301.22,53.2,0.0,0.0,59.0
12.938,8.812,14258.61,61.8,0.0,30.0,82.0
14.396,9.21,14341.39,69.6,0.0,30.0,103.0
13.87,7.972,14337.24,65.0,0.0,17.0,106.0
14.642,9.402,14386.95,71.8,0.0,13.0,103.0
14.958,10.33,14424.51,73.2,0.0,31.0,103.0
14.054,8.988,14321.27,68.4,0.0,30.0,101.0
8.494,5.456,14358.28,39.2,0.0,0.0,39.0
14.722,10.318,14469.34,72.4,0.0,30.0,98.0
15.408,11.086,14390.92,77.4,0.0,29.0,100.0
12.368,6.432,14310.11,56.6,0.0,13.0,99.0
13.26,8.024,14307.56,62.6,0.0,17.0,99.0
14.354,9.108,14317.16,68.8,0.0,30.0,102.0
13.348,10.024,14324.15,67.8,0.0,26.0,71.0
9.838,5.376,14339.22,43.2,0.0,3.0,67.0
14.178,8.856,14265.44,68.6,0.0,30.0,104.0
14.286,9.352,14307.14,70.0,0.0,29.0,98.0
13.384,7.476,14336.72,61.8,0.0,3.0,99.0
10.186,8.318,14329.23,50.0,0.0,27.0,39.0
13.022,7.522,14345.81,61.0,0.0,29.0,98.0
13.774,8.698,14339.7,67.8,0.0,14.0,95.0
12.686,7.658,14374.44,59.2,0.0,14.0,93.0
10.28,8.384,14404.07,52.0,0.0,29.0,39.0
12.972,7.972,14340.09,60.8,0.0,27.0,93.0
12.542,7.382,14426.53,57.6,0.0,1.0,94.0
14.664,10.464,14477.72,72.4,0.0,29.0,96.0
9.56,7.176,14481.88,45.8,0.0,29.0,40.0
12.44,6.978,14478.91,56.6,0.0,6.0,97.0
13.67,8.95,14396.46,66.6,0.0,23.0,94.0
14.458,9.448,14334.28,71.4,0.0,29.0,94.0
9.29,6.748,14362.03,43.8,0.0,18.0,39.0
12.212,6.79,14343.4,55.8,0.0,11.0,95.0
14.908,10.87,14475.7,75.0,0.0,29.0,96.0
12.862,7.664,14372.66,59.2,0.0,28.0,92.0
8.59,5.438,14307.75,39.8,0.0,0.0,45.0
13.966,8.892,14397.94,67.0,0.0,29.0,96.0
13.906,9.498,14402.27,67.2,0.0,29.0,91.0
8.484,5.616,14411.88,39.2,0.0,2.0,39.0
12.29,7.194,14404.27,56.2,0.0,27.0,91.0
14.692,10.456,14406.0,72.8,0.0,28.0,94.0
11.76,6.84,14437.1,52.8,0.0,10.0,84.0
9.456,6.578,14372.86,44.4,0.0,19.0,48.0
13.972,9.286,14394.95,68.0,0.0,28.0,91.0
12.784,8.108,14395.91,59.8,0.0,18.0,88.0
8.996,6.502,14520.37,42.8,0.0,11.0,40.0
12.488,7.492,14445.87,59.2,0.0,29.0,90.0
13.706,9.53,14482.63,66.6,0.0,24.0,88.0
12.608,7.376,14499.63,58.4,0.0,5.0,97.0
35.42,10.186,14549.75,153.0,0.0,29.0,40.0
53.744,14.566,14447.77,236.6,0.0,28.0,91.0
12.108,6.642,14508.37,53.6,0.0,0.0,95.0
10.288,8.582,14483.79,52.0,0.0,29.0,40.0
12.59,7.8,14446.36,59.4,0.0,29.0,91.0
13.176,7.982,14541.66,62.4,0.0,3.0,92.0
13.546,9.266,14512.03,65.6,0.0,26.0,93.0
11.784,8.394,14405.02,59.0,0.0,29.0,65.0
10.578,6.356,14483.27,48.2,0.0,12.0,68.0
12.926,8.116,14395.84,61.4,0.0,17.0,92.0
14.864,10.726,14420.93,73.8,0.0,29.0,96.0
12.22,6.954,14474.14,55.2,0.0,20.0,92.0
9.05,6.718,14504.54,42.8,0.0,10.0,40.0
13.26,8.528,14525.5,64.4,0.0,29.0,91.0
14.492,10.34,14517.44,71.2,0.0,27.0,93.0
11.604,6.188,14517.98,51.8,0.0,2.0,92.0
13.03,8.612,14546.63,62.8,0.0,28.0,91.0
10.598,8.794,14499.38,53.0,0.0,29.0,39.0
12.064,6.592,14416.0,54.0,0.0,0.0,95.0
13.784,9.336,14358.07,68.0,0.0,29.0,91.0
12.688,7.438,14387.81,59.0,0.0,28.0,95.0
8.732,5.958,14407.8,40.8,0.0,3.0,39.0
13.912,9.174,14389.23,66.0,0.0,26.0,95.0
13.5,8.778,14325.81,64.2,0.0,29.0,91.0
8.872,6.178,14385.17,41.4,0.0,10.0,39.0
12.208,6.98,14441.21,55.2,0.0,19.0,94.0
14.672,10.68,14439.89,73.8,0.0,29.0,93.0
12.388,7.292,14359.59,56.0,0.0,16.0,91.0
17.93,6.592,14377.02,78.2,0.0,13.0,39.0
23.532,7.25,14336.04,102.8,0.0,29.0,88.0
25.19,9.264,14407.97,109.2,0.0,23.0,91.0
23.598,6.95,14269.26,102.0,0.0,6.0,95.0
21.724,7.518,14363.74,92.0,0.0,30.0,51.0
23.804,8.154,14298.51,102.2,0.0,28.0,84.0
22.662,5.654,14381.53,94.8,0.0,0.0,91.0
25.674,10.13,14435.92,112.4,0.0,29.0,91.0
22.834,7.378,14468.96,95.8,0.0,29.0,72.0
21.134,5.56,14471.9,87.4,0.0,0.0,64.0
24.764,8.34,14450.31,106.0,0.0,29.0,94.0
25.222,9.606,14416.45,110.2,0.0,29.0,90.0
19.05,5.934,14369.22,81.6,0.0,5.0,39.0
12.224,6.994,14462.91,57.0,0.0,24.0,91.0
13.258,9.166,14532.44,63.4,0.0,28.0,86.0
12.466,7.234,14386.79,57.6,0.0,10.0,91.0
9.726,7.436,14308.21,47.4,0.0,19.0,39.0
12.246,7.0,14298.06,57.8,0.0,29.0,90.0
12.48,7.726,14440.44,59.6,0.0,14.0,89.0
12.912,8.47,14532.92,61.0,0.0,15.0,89.0
10.428,8.67,14490.28,51.4,0.0,29.0,39.0
12.762,7.666,14425.38,60.0,0.0,19.0,95.0
11.304,5.964,14480.69,50.6,0.0,9.0,90.0
11.896,10.19,14563.36,61.2,0.0,29.0,47.0
13.094,8.448,14449.21,62.0,0.0,26.0,86.0
11.998,6.658,14524.94,55.2,0.0,3.0,96.0
12.708,7.866,14537.39,61.0,0.0,29.0,91.0
10.888,9.164,14398.23,54.6,0.0,28.0,40.0
12.256,7.128,14435.98,56.0,0.0,0.0,91.0
12.724,8.16,14409.12,61.2,0.0,29.0,89.0
13.324,8.626,14396.26,64.2,0.0,29.0,92.0
8.182,4.884,14325.36,36.6,0.0,0.0,41.0
14.346,10.044,14385.35,70.6,0.0,29.0,92.0
12.838,8.262,14466.4,61.4,0.0,29.0,89.0
11.852,6.352,14434.46,54.4,0.0,3.0,93.0
12.5,7.304,14371.24,58.4,0.0,26.0,92.0
11.55,9.744,14436.65,57.4,0.0,29.0,39.0
12.61,7.316,14334.37,58.4,0.0,8.0,94.0
12.358,7.356,14438.58,57.6,0.0,21.0,92.0
9.938,7.74,14317.21,49.2,0.0,28.0,38.0
12.02,6.922,14334.6,56.0,0.0,13.0,88.0
13.432,8.802,14372.51,65.8,0.0,16.0,92.0
12.85,7.86,14424.55,60.0,0.0,29.0,93.0
9.442,7.154,14383.1,46.0,0.0,18.0,39.0
11.952,6.134,14398.3,54.0,0.0,11.0,96.0
14.53,10.282,14395.7,71.4,0.0,28.0,96.0
10.302,8.344,14434.04,51.6,0.0,23.0,40.0
11.308,5.956,14503.71,50.6,0.0,6.0,89.0
13.228,8.668,14458.21,64.2,0.0,29.0,91.0
15.244,8.454,14285.3,70.6,0.0,28.0,94.0
9.478,7.01,14414.87,45.0,0.0,1.0,39.0
12.758,8.056,14402.72,59.2,0.0,29.0,90.0
13.546,8.892,14490.54,65.4,0.0,29.0,96.0
8.328,5.122,14459.47,37.6,0.0,0.0,39.0
13.942,9.7,14450.59,68.2,0.0,29.0,92.0
13.992,9.612,14431.1,69.6,0.0,28.0,92.0
9.81,4.598,14513.64,41.2,0.0,0.0,75.0
11.13,8.358,14504.04,55.4,0.0,29.0,57.0
13.476,9.296,14468.61,65.2,0.0,28.0,88.0
12.33,7.014,14400.32,56.4,0.0,0.0,93.0
9.97,8.01,14462.68,49.4,0.0,28.0,39.0
13.01,7.482,14455.69,60.8,0.0,28.0,91.0
12.3,6.818,14499.49,56.4,0.0,3.0,93.0
10.112,8.142,14413.64,48.8,0.0,25.0,39.0
13.364,8.486,14330.81,65.2,0.0,29.0,93.0
8.06,4.8,14380.91,35.0,0.0,4.0,39.0
13.03,8.056,14482.29,60.4,0.0,24.0,94.0
14.1,10.082,14436.11,69.6,0.0,28.0,90.0
8.648,5.828,14443.93,38.2,0.0,8.0,40.0
12.74,7.79,14410.08,60.2,0.0,20.0,94.0
12.438,7.664,14474.61,59.4,0.0,28.0,89.0
10.222,8.032,14502.23,50.2,0.0,12.0,40.0
12.952,8.268,14507.32,63.2,0.0,16.0,94.0
10.632,7.384,14488.91,51.4,0.0,28.0,39.0
12.542,7.34,14477.59,58.6,0.0,16.0,94.0
12.574,7.452,14425.0,58.6,0.0,12.0,95.0
11.07,9.632,14469.01,56.6,0.0,28.0,39.0
12.064,7.068,14457.74,56.4,0.0,20.0,90.0
11.792,6.52,14539.96,54.0,0.0,8.0,93.0
10.75,8.866,14528.81,54.0,0.0,28.0,40.0
13.082,8.568,14516.83,63.0,0.0,22.0,91.0
9.522,6.334,14541.4,45.0,0.0,6.0,49.0
11.876,7.352,14504.57,55.4,0.0,27.0,82.0
